customer_id,total_transactions,total_spent,avg_transaction,first_purchase,last_purchase
CS2339,13,862.0,66.31,2011-10-01,2015-01-07
CS4126,13,875.0,67.31,2011-06-24,2015-02-07
CS3921,17,1272.0,74.82,2011-08-31,2014-11-23
CS5318,17,1114.0,65.53,2011-08-25,2015-01-05
CS1917,17,1028.0,60.47,2011-05-24,2014-11-23
CS5379,13,879.0,67.62,2011-08-06,2015-01-17
CS2840,29,2074.0,71.52,2011-08-23,2015-02-02
CS5917,18,1200.0,66.67,2011-06-02,2014-10-07
CS1265,14,1128.0,80.57,2011-10-24,2015-01-24
CS4626,20,1383.0,69.15,2011-10-07,2014-08-28
CS5752,33,2612.0,79.15,2011-05-21,2014-12-28
CS4157,22,1418.0,64.45,2011-05-28,2014-08-22
CS1689,16,993.0,62.06,2011-07-09,2015-01-01
CS6110,16,1046.0,65.38,2011-07-13,2015-03-03
CS3720,17,1162.0,68.35,2011-07-17,2015-01-23
CS5897,25,1674.0,66.96,2011-06-27,2015-02-14
CS5058,18,1146.0,63.67,2011-06-20,2015-03-03
CS3175,13,954.0,73.38,2011-10-14,2015-01-20
CS4374,25,1596.0,63.84,2011-05-21,2015-03-15
CS1294,30,2129.0,70.97,2011-06-04,2015-02-10
CS1489,15,950.0,63.33,2011-11-18,2015-02-11
CS5195,19,1302.0,68.53,2011-09-22,2014-10-05
CS3991,23,1593.0,69.26,2011-08-19,2015-03-08
CS2616,9,569.0,63.22,2011-06-01,2015-03-16
CS5446,28,1924.0,68.71,2011-05-30,2015-03-04
CS4470,24,1688.0,70.33,2011-06-24,2014-12-28
CS2264,21,1627.0,77.48,2011-06-13,2015-02-02
CS1253,17,1399.0,82.29,2011-07-01,2015-01-01
CS4730,21,1628.0,77.52,2011-07-26,2015-02-13
CS1699,18,1261.0,70.06,2011-06-15,2015-02-28
CS2055,29,1983.0,68.38,2011-06-29,2015-02-03
CS1426,21,1538.0,73.24,2011-06-25,2015-02-23
CS2052,22,1626.0,73.91,2011-06-04,2015-02-27
CS3895,25,1562.0,62.48,2011-06-07,2014-12-11
CS2728,20,1488.0,74.4,2011-07-02,2014-12-19
CS4736,14,986.0,70.43,2012-01-09,2015-02-27
CS6065,17,1221.0,71.82,2011-06-04,2014-12-15
CS3849,20,1372.0,68.6,2011-05-19,2014-08-16
CS1313,29,2072.0,71.45,2011-06-20,2015-03-05
CS4672,16,1153.0,72.06,2011-07-26,2015-01-20
CS2367,19,1208.0,63.58,2011-05-29,2014-12-25
CS2639,26,1797.0,69.12,2011-05-25,2015-02-01
CS1287,20,1440.0,72.0,2011-06-27,2014-09-07
CS5397,29,2065.0,71.21,2011-05-20,2015-03-04
CS3872,17,1199.0,70.53,2012-02-14,2015-03-01
CS1694,22,1330.0,60.45,2011-10-05,2015-01-10
CS5249,20,1451.0,72.55,2011-10-09,2014-12-03
CS4559,13,777.0,59.77,2011-06-27,2015-02-26
CS5545,18,1413.0,78.5,2011-07-23,2015-02-25
CS5081,22,1645.0,74.77,2011-07-16,2015-03-02
CS2091,24,1783.0,74.29,2011-07-20,2014-12-06
CS2388,21,1445.0,68.81,2011-05-31,2015-02-13
CS1409,24,1464.0,61.0,2011-08-21,2014-12-20
CS3423,17,1165.0,68.53,2011-07-31,2015-02-18
CS3740,17,1071.0,63.0,2011-05-30,2015-03-11
CS4321,16,1007.0,62.94,2011-07-07,2014-08-11
CS5158,19,1249.0,65.74,2011-07-14,2014-12-11
CS3931,10,648.0,64.8,2011-08-27,2014-07-31
CS5493,24,1611.0,67.13,2011-05-19,2015-03-04
CS4624,24,1737.0,72.38,2011-11-09,2014-07-18
CS2260,18,1126.0,62.56,2011-08-11,2015-02-03
CS4685,24,1686.0,70.25,2011-07-07,2014-08-03
CS5880,22,1350.0,61.36,2011-06-03,2015-01-26
CS2295,21,1450.0,69.05,2011-06-25,2014-10-31
CS3902,16,1126.0,70.38,2011-09-02,2015-02-15
CS4648,16,1157.0,72.31,2011-06-03,2015-02-04
CS2795,22,1609.0,73.14,2011-07-26,2015-02-26
CS1180,23,1637.0,71.17,2011-08-17,2015-01-21
CS3609,18,1202.0,66.78,2011-08-21,2015-02-07
CS4535,16,1095.0,68.44,2011-09-15,2015-01-04
CS6047,20,1251.0,62.55,2011-06-01,2015-03-11
CS3906,18,1321.0,73.39,2011-05-18,2014-12-13
CS1660,24,1745.0,72.71,2011-07-19,2015-02-24
CS3225,16,1204.0,75.25,2011-08-28,2014-10-11
CS1237,24,1823.0,75.96,2011-06-08,2014-08-28
CS3752,26,1922.0,73.92,2011-07-03,2015-02-12
CS1823,16,1198.0,74.88,2011-12-09,2015-02-04
CS1571,20,1503.0,75.15,2011-06-06,2015-02-13
CS4680,12,740.0,61.67,2011-11-14,2014-12-13
CS3064,22,1425.0,64.77,2011-06-06,2014-02-28
CS1130,19,1185.0,62.37,2011-08-18,2015-03-13
CS1655,14,955.0,68.21,2011-06-10,2015-02-16
CS2519,25,1934.0,77.36,2011-06-09,2015-03-08
CS3858,15,1105.0,73.67,2011-08-08,2014-09-24
CS3321,22,1487.0,67.59,2011-09-24,2015-03-13
CS4326,21,1445.0,68.81,2011-06-16,2015-01-15
CS3905,13,854.0,65.69,2011-06-29,2014-07-14
CS2538,22,1477.0,67.14,2011-06-18,2015-02-27
CS1636,19,1347.0,70.89,2011-06-13,2015-01-07
CS1613,21,1347.0,64.14,2011-06-06,2014-11-09
CS1705,21,1553.0,73.95,2011-05-28,2014-12-28
CS1188,16,1010.0,63.13,2011-06-07,2015-03-12
CS3562,16,1274.0,79.63,2011-07-20,2014-12-16
CS4713,24,1762.0,73.42,2011-06-08,2015-02-16
CS2115,24,1807.0,75.29,2011-05-19,2015-02-05
CS1375,17,1165.0,68.53,2011-09-07,2014-11-09
CS5165,25,1705.0,68.2,2011-05-29,2015-01-01
CS2663,24,1788.0,74.5,2011-10-11,2015-03-09
CS2995,14,794.0,56.71,2011-06-28,2015-02-05
CS5735,15,990.0,66.0,2011-10-18,2015-01-07
CS2413,15,1074.0,71.6,2011-06-18,2015-01-31
CS4507,18,1218.0,67.67,2011-06-02,2014-12-03
CS4743,16,1099.0,68.69,2011-07-04,2015-02-24
CS2931,21,1550.0,73.81,2011-06-14,2015-03-11
CS1965,17,1182.0,69.53,2011-06-01,2014-11-04
CS4235,17,1053.0,61.94,2011-08-09,2014-12-29
CS3173,17,1085.0,63.82,2011-07-24,2015-03-06
CS4345,24,1647.0,68.63,2011-06-25,2015-02-19
CS3846,18,1063.0,59.06,2011-05-25,2015-03-07
CS2369,24,1736.0,72.33,2011-12-23,2015-01-28
CS3049,21,1333.0,63.48,2011-06-29,2015-03-02
CS3345,19,1399.0,73.63,2011-07-06,2015-01-06
CS2716,16,1335.0,83.44,2011-08-24,2015-01-21
CS5746,17,1200.0,70.59,2011-09-08,2015-02-01
CS3142,19,1463.0,77.0,2011-06-11,2015-02-15
CS5619,16,1065.0,66.56,2011-06-27,2015-02-11
CS4408,14,865.0,61.79,2011-05-28,2015-01-31
CS1388,19,1275.0,67.11,2011-07-29,2015-02-14
CS2672,20,1530.0,76.5,2011-06-15,2015-03-10
CS3570,23,1550.0,67.39,2011-07-19,2015-03-15
CS6032,11,774.0,70.36,2011-10-13,2014-08-27
CS1534,20,1379.0,68.95,2011-06-05,2015-01-07
CS2968,24,1649.0,68.71,2011-06-11,2015-01-23
CS5666,10,673.0,67.3,2011-07-10,2014-11-26
CS5846,23,1683.0,73.17,2011-05-21,2015-02-26
CS2247,17,1138.0,66.94,2011-05-22,2015-03-09
CS4037,23,1372.0,59.65,2011-08-17,2015-02-21
CS4693,17,1139.0,67.0,2011-06-06,2015-02-15
CS1502,22,1613.0,73.32,2011-09-13,2015-03-11
CS2827,21,1455.0,69.29,2011-05-31,2015-01-02
CS5341,19,1318.0,69.37,2011-06-12,2014-11-26
CS1632,17,1187.0,69.82,2011-09-28,2015-03-08
CS4866,19,1487.0,78.26,2011-06-06,2015-02-18
CS4076,26,1873.0,72.04,2011-07-21,2015-03-10
CS4595,19,1376.0,72.42,2011-08-20,2014-11-30
CS4785,16,1219.0,76.19,2011-11-26,2015-02-19
CS2730,16,1186.0,74.13,2011-09-30,2014-04-01
CS3070,21,1433.0,68.24,2011-06-09,2015-01-25
CS3216,22,1597.0,72.59,2011-08-03,2015-01-15
CS3809,21,1418.0,67.52,2011-08-11,2015-02-08
CS5093,27,1838.0,68.07,2011-06-14,2015-01-10
CS2063,16,1091.0,68.19,2011-05-27,2014-11-17
CS1949,26,1989.0,76.5,2011-05-17,2015-01-21
CS1725,27,1778.0,65.85,2011-06-05,2015-01-16
CS4453,19,1386.0,72.95,2011-06-03,2015-02-13
CS4268,30,2062.0,68.73,2011-09-18,2015-03-15
CS2778,16,1157.0,72.31,2011-05-23,2014-12-20
CS2864,23,1442.0,62.7,2011-07-19,2015-01-19
CS2701,18,1101.0,61.17,2011-10-21,2015-02-13
CS1757,31,2238.0,72.19,2011-06-17,2014-12-26
CS3996,25,1745.0,69.8,2011-07-23,2015-01-29
CS2133,14,902.0,64.43,2012-05-28,2015-01-01
CS1196,23,1559.0,67.78,2011-08-02,2015-03-15
CS1666,18,1385.0,76.94,2011-07-23,2015-01-25
CS1674,17,1088.0,64.0,2011-09-07,2015-01-21
CS4865,26,1941.0,74.65,2011-08-26,2015-03-15
CS5913,20,1464.0,73.2,2011-07-19,2015-02-19
CS2654,16,952.0,59.5,2011-06-21,2015-01-19
CS2808,24,1509.0,62.88,2011-07-10,2014-09-29
CS5219,19,1420.0,74.74,2011-06-13,2014-11-11
CS3386,20,1430.0,71.5,2011-05-18,2014-09-24
CS3582,20,1459.0,72.95,2012-04-03,2014-09-26
CS4455,15,1101.0,73.4,2011-08-19,2014-08-26
CS2221,18,1183.0,65.72,2011-06-06,2015-01-21
CS3756,19,1271.0,66.89,2011-09-03,2015-02-14
CS3544,20,1444.0,72.2,2011-07-14,2015-01-11
CS4140,22,1489.0,67.68,2011-10-19,2015-03-16
CS4137,17,1202.0,70.71,2011-06-19,2015-02-05
CS1134,16,1166.0,72.88,2011-09-06,2014-11-27
CS2468,25,1892.0,75.68,2011-05-17,2015-02-27
CS3832,21,1450.0,69.05,2011-07-15,2015-02-03
CS4556,16,924.0,57.75,2011-06-17,2015-02-10
CS4977,22,1566.0,71.18,2011-05-30,2014-12-31
CS6070,19,1294.0,68.11,2011-08-29,2015-02-04
CS5457,11,674.0,61.27,2011-08-26,2015-01-22
CS1411,17,1222.0,71.88,2011-06-05,2015-01-19
CS3172,22,1465.0,66.59,2011-07-15,2014-12-28
CS4643,19,1377.0,72.47,2011-06-27,2015-01-23
CS1466,17,1190.0,70.0,2011-07-19,2015-02-22
CS4959,23,1768.0,76.87,2011-06-09,2014-07-19
CS2064,16,1111.0,69.44,2011-07-04,2014-11-05
CS6038,22,1662.0,75.55,2011-07-05,2015-01-30
CS1159,22,1439.0,65.41,2011-06-20,2015-02-08
CS4300,17,1133.0,66.65,2011-06-29,2014-08-26
CS5682,20,1403.0,70.15,2011-08-04,2015-02-27
CS3956,22,1665.0,75.68,2011-05-18,2015-03-07
CS1119,15,1158.0,77.2,2012-02-28,2015-03-05
CS1389,18,1189.0,66.06,2011-05-20,2015-02-25
CS5691,18,1344.0,74.67,2011-11-04,2015-01-24
CS3462,24,1843.0,76.79,2011-08-26,2014-12-11
CS5462,19,1350.0,71.05,2011-07-28,2014-10-13
CS3134,19,1203.0,63.32,2011-06-03,2014-10-26
CS4523,15,893.0,59.53,2011-06-15,2014-08-06
CS3834,23,1642.0,71.39,2011-05-30,2015-03-05
CS5316,18,1420.0,78.89,2011-10-25,2015-02-19
CS5303,19,1298.0,68.32,2011-05-28,2014-12-24
CS2713,20,1329.0,66.45,2011-11-07,2015-02-19
CS1875,19,1481.0,77.95,2011-06-09,2015-02-20
CS1177,17,1310.0,77.06,2011-05-16,2015-02-06
CS3993,20,1385.0,69.25,2011-07-24,2015-03-12
CS5962,17,1067.0,62.76,2011-07-17,2014-10-24
CS2664,23,1512.0,65.74,2011-06-30,2015-01-13
CS2966,18,1143.0,63.5,2011-06-22,2014-09-04
CS4651,18,1258.0,69.89,2011-05-24,2015-01-29
CS4164,15,1136.0,75.73,2011-07-13,2014-09-08
CS4468,18,1282.0,71.22,2011-05-17,2015-02-19
CS3553,14,1098.0,78.43,2011-10-04,2015-03-11
CS3412,18,1349.0,74.94,2011-07-05,2014-11-07
CS2577,18,1303.0,72.39,2011-05-20,2015-03-08
CS4397,26,1741.0,66.96,2011-05-21,2015-03-12
CS1988,23,1569.0,68.22,2011-07-16,2015-03-10
CS1495,17,1138.0,66.94,2011-06-01,2015-02-26
CS3878,14,1060.0,75.71,2011-10-21,2015-02-27
CS4810,21,1448.0,68.95,2011-07-25,2015-01-07
CS2024,17,1176.0,69.18,2011-10-10,2014-09-25
CS6053,23,1651.0,71.78,2011-05-22,2015-01-30
CS2449,16,1166.0,72.88,2011-06-01,2015-01-31
CS2619,21,1387.0,66.05,2011-07-13,2015-01-09
CS1827,24,1680.0,70.0,2011-05-27,2015-03-04
CS5443,27,1995.0,73.89,2011-07-30,2014-11-04
CS4647,27,1955.0,72.41,2011-05-31,2015-02-08
CS3751,21,1515.0,72.14,2011-05-22,2015-02-07
CS1209,27,1809.0,67.0,2011-06-19,2015-03-14
CS2080,18,1250.0,69.44,2011-10-19,2015-01-08
CS5026,30,2098.0,69.93,2011-06-01,2014-09-20
CS3145,21,1339.0,63.76,2011-06-20,2015-02-16
CS2171,16,1071.0,66.94,2011-06-20,2014-12-25
CS4440,18,1266.0,70.33,2011-05-19,2014-11-19
CS3053,15,1311.0,87.4,2011-10-04,2015-01-14
CS5343,26,1973.0,75.88,2011-07-26,2015-03-03
CS1507,21,1280.0,60.95,2011-05-18,2015-02-25
CS2044,20,1219.0,60.95,2011-08-17,2015-02-01
CS1359,16,1145.0,71.56,2011-07-07,2015-02-24
CS4256,16,1117.0,69.81,2011-11-15,2015-01-08
CS4159,15,1081.0,72.07,2011-06-24,2014-08-17
CS4190,18,1047.0,58.17,2011-05-26,2014-10-10
CS2638,25,1690.0,67.6,2011-05-16,2015-03-11
CS1931,19,1236.0,65.05,2011-07-16,2014-11-08
CS2444,15,938.0,62.53,2011-06-03,2015-03-03
CS4206,23,1500.0,65.22,2011-09-26,2015-03-14
CS5967,20,1553.0,77.65,2011-06-22,2014-11-21
CS5059,20,1486.0,74.3,2011-07-15,2015-02-10
CS3051,19,1375.0,72.37,2011-07-18,2014-11-23
CS4138,15,1045.0,69.67,2011-08-20,2015-02-19
CS3390,17,1208.0,71.06,2011-06-05,2015-01-07
CS3948,28,2158.0,77.07,2011-06-11,2015-03-06
CS3723,19,1372.0,72.21,2011-06-08,2015-02-05
CS1223,17,1299.0,76.41,2011-06-29,2015-01-22
CS1586,20,1441.0,72.05,2011-06-26,2015-01-02
CS3855,16,1096.0,68.5,2011-05-22,2015-02-19
CS3806,14,1030.0,73.57,2011-08-16,2014-10-07
CS5196,22,1356.0,61.64,2011-07-21,2015-02-12
CS2445,19,1135.0,59.74,2011-08-20,2015-03-13
CS2752,18,1100.0,61.11,2011-06-26,2014-11-23
CS5578,22,1720.0,78.18,2011-05-24,2014-12-22
CS4995,20,1331.0,66.55,2011-05-29,2014-11-18
CS3388,22,1337.0,60.77,2011-09-16,2015-02-15
CS2570,10,754.0,75.4,2011-05-26,2014-11-03
CS3941,23,1575.0,68.48,2011-10-09,2014-11-17
CS4614,17,1309.0,77.0,2011-06-22,2015-03-12
CS5613,19,1313.0,69.11,2011-05-16,2015-02-09
CS4456,22,1701.0,77.32,2011-06-09,2014-12-16
CS3194,22,1459.0,66.32,2011-05-18,2015-02-28
CS1572,15,1085.0,72.33,2011-07-02,2015-02-10
CS2880,20,1482.0,74.1,2011-06-23,2014-12-27
CS2735,26,1813.0,69.73,2011-10-08,2015-03-13
CS5509,16,1156.0,72.25,2011-07-02,2014-10-25
CS2684,15,1184.0,78.93,2011-06-07,2014-12-21
CS5267,23,1536.0,66.78,2011-07-11,2014-10-25
CS1760,21,1570.0,74.76,2011-06-06,2015-01-13
CS1342,16,1326.0,82.88,2011-06-20,2015-03-15
CS1916,23,1700.0,73.91,2011-06-24,2015-03-08
CS2527,23,1654.0,71.91,2011-09-07,2015-02-16
CS5806,17,1172.0,68.94,2011-06-11,2015-01-29
CS4764,18,1396.0,77.56,2011-06-15,2015-03-15
CS2003,24,1687.0,70.29,2011-08-29,2015-01-04
CS3238,21,1529.0,72.81,2011-08-14,2015-03-16
CS3813,24,1641.0,68.38,2011-05-20,2014-12-18
CS2107,14,1047.0,74.79,2011-05-28,2015-03-16
CS3490,18,1155.0,64.17,2011-05-20,2015-03-09
CS2304,16,1214.0,75.88,2011-07-02,2015-03-06
CS1908,27,1833.0,67.89,2011-07-25,2014-12-01
CS5384,20,1362.0,68.1,2011-09-01,2015-02-04
CS5265,18,1267.0,70.39,2011-06-22,2015-02-14
CS2532,14,1106.0,79.0,2011-08-23,2015-01-28
CS2608,16,993.0,62.06,2011-05-30,2015-01-13
CS4006,19,1206.0,63.47,2011-08-19,2014-12-29
CS2242,17,1236.0,72.71,2011-06-30,2014-12-03
CS3095,24,1634.0,68.08,2011-06-27,2014-11-04
CS3079,24,1535.0,63.96,2011-05-18,2014-11-03
CS5066,26,1696.0,65.23,2011-09-21,2015-02-13
CS3474,17,1113.0,65.47,2011-06-11,2014-12-22
CS5718,16,1184.0,74.0,2011-06-15,2015-03-12
CS2176,21,1425.0,67.86,2011-06-02,2014-12-28
CS1469,19,1387.0,73.0,2011-08-06,2015-03-07
CS3611,22,1729.0,78.59,2011-09-08,2015-02-13
CS5728,16,1052.0,65.75,2011-06-01,2014-12-03
CS4990,20,1406.0,70.3,2012-01-30,2014-12-06
CS2976,14,897.0,64.07,2011-05-21,2014-08-25
CS2595,23,1516.0,65.91,2011-10-27,2015-02-27
CS3228,28,2047.0,73.11,2011-10-15,2014-12-05
CS5215,14,1023.0,73.07,2011-09-05,2015-03-03
CS5621,21,1338.0,63.71,2011-06-17,2015-02-16
CS2216,22,1486.0,67.55,2011-07-11,2014-08-28
CS3005,23,1740.0,75.65,2011-05-18,2015-01-11
CS1681,21,1467.0,69.86,2011-05-21,2014-11-23
CS5177,14,1036.0,74.0,2011-07-17,2014-05-18
CS3340,21,1399.0,66.62,2011-07-13,2015-02-21
CS4380,22,1470.0,66.82,2011-06-24,2015-01-09
CS1640,19,1232.0,64.84,2011-09-05,2015-01-15
CS4436,12,791.0,65.92,2012-08-09,2014-12-02
CS2646,17,1019.0,59.94,2011-06-10,2015-02-19
CS2636,16,1164.0,72.75,2012-04-28,2015-03-10
CS5937,27,1800.0,66.67,2011-05-27,2015-02-27
CS5674,27,1847.0,68.41,2011-06-21,2014-12-17
CS3672,20,1546.0,77.3,2011-05-29,2015-01-23
CS3113,12,937.0,78.08,2011-06-08,2014-11-18
CS4312,25,1751.0,70.04,2011-06-11,2014-12-01
CS2579,30,2006.0,66.87,2011-07-23,2015-03-08
CS1873,16,1128.0,70.5,2011-07-29,2015-01-20
CS4715,19,1296.0,68.21,2011-07-27,2015-02-23
CS5940,16,1103.0,68.94,2011-08-22,2015-01-16
CS2649,21,1460.0,69.52,2011-08-28,2014-11-30
CS4446,25,1973.0,78.92,2011-06-04,2015-01-27
CS1548,23,1755.0,76.3,2011-06-12,2015-02-27
CS1198,22,1571.0,71.41,2011-07-09,2015-03-05
CS5879,25,1772.0,70.88,2011-07-21,2014-11-30
CS5262,15,1020.0,68.0,2011-05-23,2014-11-09
CS3519,22,1668.0,75.82,2011-06-01,2015-02-03
CS1115,22,1659.0,75.41,2011-08-10,2015-03-05
CS4943,19,1338.0,70.42,2011-08-17,2015-02-27
CS5172,21,1362.0,64.86,2011-05-23,2014-11-09
CS4733,23,1682.0,73.13,2011-07-07,2014-10-23
CS3072,18,1154.0,64.11,2011-06-20,2015-01-16
CS2048,22,1677.0,76.23,2011-07-12,2015-02-24
CS5047,19,1381.0,72.68,2011-06-25,2015-03-05
CS2402,13,1063.0,81.77,2011-06-06,2014-12-23
CS1317,16,1146.0,71.63,2012-05-25,2015-02-26
CS5615,14,1069.0,76.36,2011-07-09,2015-02-07
CS5736,14,876.0,62.57,2011-09-25,2015-02-26
CS4789,22,1551.0,70.5,2011-10-17,2014-12-27
CS1810,16,1165.0,72.81,2011-08-10,2015-02-02
CS1574,18,1018.0,56.56,2011-05-27,2015-03-09
CS5955,14,923.0,65.93,2011-06-19,2015-03-14
CS1989,19,1286.0,67.68,2011-05-21,2015-03-07
CS5003,16,1207.0,75.44,2011-06-17,2014-12-30
CS3106,18,1270.0,70.56,2011-07-03,2014-10-19
CS3054,14,1028.0,73.43,2012-01-13,2015-02-23
CS4122,16,1143.0,71.44,2011-07-28,2015-01-04
CS1647,21,1401.0,66.71,2011-09-24,2015-02-28
CS4615,24,1597.0,66.54,2011-10-02,2014-11-07
CS3794,25,1704.0,68.16,2011-05-29,2015-01-17
CS1657,18,1105.0,61.39,2011-05-23,2014-11-11
CS3303,13,834.0,64.15,2011-06-28,2014-12-29
CS4399,23,1444.0,62.78,2011-10-09,2014-11-05
CS5789,16,1067.0,66.69,2011-06-05,2015-03-05
CS2014,11,871.0,79.18,2011-05-16,2015-03-03
CS5096,18,1348.0,74.89,2011-07-09,2014-09-16
CS1960,19,1424.0,74.95,2011-12-13,2015-03-06
CS6030,25,1723.0,68.92,2011-07-07,2015-01-09
CS4196,23,1457.0,63.35,2011-05-27,2015-03-13
CS3767,21,1336.0,63.62,2011-06-16,2015-01-03
CS2756,23,1450.0,63.04,2011-07-28,2014-11-09
CS1812,27,1783.0,66.04,2011-05-30,2015-03-11
CS5536,20,1400.0,70.0,2011-09-09,2015-02-11
CS4153,15,1127.0,75.13,2011-07-12,2015-03-13
CS3700,11,884.0,80.36,2011-07-11,2015-02-11
CS4442,23,1679.0,73.0,2011-06-25,2015-01-11
CS5221,22,1387.0,63.05,2011-05-20,2015-03-14
CS1677,21,1439.0,68.52,2011-08-15,2015-01-11
CS3765,17,1080.0,63.53,2012-01-16,2014-12-31
CS1868,16,1048.0,65.5,2011-05-29,2015-01-09
CS5832,20,1328.0,66.4,2011-09-03,2015-01-22
CS5263,21,1471.0,70.05,2011-06-11,2014-12-05
CS3138,16,999.0,62.44,2011-06-02,2014-10-27
CS5500,25,1749.0,69.96,2011-07-21,2015-03-11
CS4513,17,1308.0,76.94,2011-08-24,2015-03-05
CS2696,18,1292.0,71.78,2011-11-11,2014-12-01
CS2576,12,916.0,76.33,2012-03-31,2014-02-17
CS3973,15,968.0,64.53,2011-07-02,2015-01-06
CS2265,15,910.0,60.67,2011-08-11,2015-01-11
CS5645,18,1294.0,71.89,2011-06-18,2015-03-07
CS2850,17,1131.0,66.53,2011-07-13,2015-02-18
CS1182,24,1749.0,72.88,2011-06-24,2014-12-04
CS4337,20,1264.0,63.2,2011-05-22,2015-01-15
CS3298,23,1574.0,68.43,2011-09-04,2015-03-16
CS5326,25,1751.0,70.04,2011-10-07,2014-11-21
CS4956,18,1395.0,77.5,2011-05-25,2015-02-19
CS2213,24,1540.0,64.17,2011-05-16,2015-03-15
CS2582,29,1861.0,64.17,2011-06-02,2015-02-18
CS1394,28,2046.0,73.07,2011-06-11,2015-03-11
CS1669,15,1105.0,73.67,2012-10-14,2015-03-01
CS2838,18,1446.0,80.33,2011-05-25,2014-07-09
CS3922,11,775.0,70.45,2011-06-15,2015-01-24
CS5869,15,1019.0,67.93,2011-05-23,2014-11-12
CS3909,28,1832.0,65.43,2011-05-25,2014-12-12
CS4217,17,1180.0,69.41,2011-06-15,2015-01-21
CS4709,17,1172.0,68.94,2011-06-07,2014-10-29
CS3465,20,1286.0,64.3,2011-05-27,2015-02-11
CS4899,19,1372.0,72.21,2011-08-11,2015-03-01
CS5259,22,1576.0,71.64,2011-07-07,2015-03-09
CS1667,20,1313.0,65.65,2011-08-05,2015-01-02
CS2486,20,1418.0,70.9,2011-07-14,2014-12-29
CS4755,20,1598.0,79.9,2011-09-05,2015-03-04
CS2410,13,847.0,65.15,2011-09-18,2014-11-03
CS1175,17,1106.0,65.06,2011-05-17,2015-01-23
CS3947,23,1708.0,74.26,2011-05-28,2015-02-12
CS3653,22,1456.0,66.18,2011-07-05,2015-02-17
CS2455,24,1520.0,63.33,2011-11-08,2015-02-13
CS2353,16,1114.0,69.63,2011-07-12,2014-11-24
CS3526,24,1583.0,65.96,2011-10-05,2015-03-06
CS3527,17,1031.0,60.65,2011-08-30,2015-02-01
CS3271,26,1747.0,67.19,2011-06-17,2015-02-04
CS2456,17,1219.0,71.71,2011-09-01,2015-03-03
CS4987,16,1098.0,68.63,2011-11-25,2015-02-05
CS3236,15,995.0,66.33,2011-07-12,2015-03-13
CS5688,12,868.0,72.33,2011-07-17,2014-12-24
CS6099,24,1784.0,74.33,2011-05-21,2015-03-14
CS2155,16,1087.0,67.94,2011-06-15,2015-01-03
CS1531,25,1793.0,71.72,2011-08-14,2015-02-09
CS4962,25,1774.0,70.96,2011-10-28,2015-02-05
CS5286,8,579.0,72.38,2011-06-08,2013-05-26
CS3284,17,1139.0,67.0,2011-08-02,2015-02-11
CS4684,17,1073.0,63.12,2011-06-30,2014-11-06
CS2511,18,1291.0,71.72,2011-05-19,2015-01-30
CS1314,13,891.0,68.54,2011-11-14,2013-10-13
CS5588,24,1737.0,72.38,2011-07-09,2015-02-25
CS5584,15,1125.0,75.0,2011-05-17,2015-01-17
CS2894,19,1377.0,72.47,2011-05-25,2015-02-27
CS5715,17,1147.0,67.47,2011-08-06,2015-03-05
CS4968,18,1278.0,71.0,2011-05-21,2015-03-08
CS1309,12,761.0,63.42,2011-05-20,2015-01-11
CS3405,12,837.0,69.75,2011-06-21,2015-01-04
CS3257,16,1135.0,70.94,2011-06-14,2015-01-19
CS4919,13,863.0,66.38,2011-07-25,2013-12-03
CS2853,25,1779.0,71.16,2011-06-22,2015-02-03
CS3881,20,1439.0,71.95,2011-06-22,2015-03-14
CS1929,16,1095.0,68.44,2011-06-12,2015-01-31
CS3512,16,1215.0,75.94,2011-07-25,2015-03-08
CS5138,19,1352.0,71.16,2011-11-19,2015-03-05
CS5985,23,1628.0,70.78,2011-08-23,2015-02-02
CS1715,20,1314.0,65.7,2011-07-06,2015-01-28
CS1782,17,1174.0,69.06,2011-06-26,2014-12-30
CS3090,18,1198.0,66.56,2011-09-24,2014-12-26
CS4297,20,1378.0,68.9,2011-06-10,2015-01-28
CS4062,21,1438.0,68.48,2011-07-15,2015-03-13
CS1628,21,1456.0,69.33,2011-06-12,2015-02-23
CS3781,12,885.0,73.75,2011-09-17,2015-03-15
CS2319,18,1253.0,69.61,2011-09-17,2014-11-29
CS5486,20,1406.0,70.3,2011-07-05,2015-01-09
CS1686,24,1647.0,68.63,2011-06-16,2015-01-08
CS1833,18,1139.0,63.28,2011-06-20,2015-01-08
CS2908,16,1061.0,66.31,2011-06-23,2015-01-10
CS5644,21,1449.0,69.0,2011-07-08,2014-11-23
CS3551,18,1205.0,66.94,2011-07-25,2015-03-15
CS1441,20,1351.0,67.55,2011-08-28,2015-01-07
CS3736,20,1314.0,65.7,2011-07-25,2014-12-07
CS1972,22,1630.0,74.09,2011-07-23,2015-02-18
CS4896,20,1423.0,71.15,2011-06-23,2014-10-03
CS1806,15,1025.0,68.33,2011-10-21,2015-01-30
CS1350,27,1996.0,73.93,2011-06-02,2015-02-12
CS3492,26,1826.0,70.23,2011-07-22,2015-03-08
CS4508,17,1173.0,69.0,2011-05-18,2014-12-20
CS3242,24,1843.0,76.79,2011-08-15,2015-01-21
CS1293,21,1625.0,77.38,2011-05-27,2015-01-01
CS5590,20,1290.0,64.5,2011-08-18,2014-12-06
CS1360,18,1282.0,71.22,2011-05-28,2015-02-02
